Xpr(m)   Z(m)   X(m)  Y(m) V  Vx/zP  QP  
0.50 -277.61  287043.35 3085784.59 2.47 1 1
0.50 -277.93  287043.35 3085784.59 2.57 1 1
0.50 -278.25  287043.35 3085784.59 2.64 1 1
0.50 -278.61  287043.35 3085784.59 2.69 1 1
0.50 -278.98  287043.35 3085784.59 2.73 1 1
0.50 -279.30  287043.35 3085784.59 2.81 1 1
0.50 -279.61  287043.35 3085784.59 2.92 1 1
0.50 -279.93  287043.35 3085784.59 3.05 1 1
0.50 -280.24  287043.35 3085784.59 3.22 1 1
0.50 -280.61  287043.35 3085784.59 3.43 1 1
0.50 -280.98  287043.35 3085784.59 3.67 1 1
0.50 -281.30  287043.35 3085784.59 3.92 1 1
0.50 -281.61  287043.35 3085784.59 4.15 1 1
0.50 -281.93  287043.35 3085784.59 4.32 1 1
0.50 -282.24  287043.35 3085784.59 4.40 1 1
0.50 -282.61  287043.35 3085784.59 4.42 1 1
0.50 -282.98  287043.35 3085784.59 4.41 1 1
0.50 -283.30  287043.35 3085784.59 4.38 1 1
0.50 -283.61  287043.35 3085784.59 4.34 1 1
0.50 -283.93  287043.35 3085784.59 4.28 1 1
0.50 -284.24  287043.35 3085784.59 4.24 1 1
0.50 -284.61  287043.35 3085784.59 4.20 1 1
0.50 -284.98  287043.35 3085784.59 4.15 1 1
0.50 -285.30  287043.35 3085784.59 4.10 1 1
0.50 -285.61  287043.35 3085784.59 4.02 1 1
0.50 -285.93  287043.35 3085784.59 3.92 1 1
0.50 -286.24  287043.35 3085784.59 3.83 1 1
0.50 -286.61  287043.35 3085784.59 3.71 1 1
0.50 -286.98  287043.35 3085784.59 3.55 1 1
0.50 -287.29  287043.35 3085784.59 3.36 1 1
0.50 -287.61  287043.35 3085784.59 3.15 1 1
0.50 -287.92  287043.35 3085784.59 2.95 1 1
0.50 -288.24  287043.35 3085784.59 2.79 1 1
0.50 -288.61  287043.35 3085784.59 2.66 1 1
0.50 -288.98  287043.35 3085784.59 2.57 1 1
0.50 -289.29  287043.35 3085784.59 2.51 1 1
0.50 -289.61  287043.35 3085784.59 2.49 1 1
0.50 -289.92  287043.35 3085784.59 2.50 1 1
0.50 -290.24  287043.35 3085784.59 2.56 1 1
0.50 -290.61  287043.35 3085784.59 2.62 1 1
0.50 -290.98  287043.35 3085784.59 2.68 1 1
0.50 -291.29  287043.35 3085784.59 2.72 1 1
0.50 -291.61  287043.35 3085784.59 2.72 1 1
0.50 -291.92  287043.35 3085784.59 2.69 1 1
0.50 -292.24  287043.35 3085784.59 2.65 1 1
0.50 -292.61  287043.35 3085784.59 2.62 1 1
0.50 -292.98  287043.35 3085784.59 2.59 1 1
0.50 -293.29  287043.35 3085784.59 2.58 1 1
0.50 -293.61  287043.35 3085784.59 2.57 1 1
0.50 -293.92  287043.35 3085784.59 2.57 1 1
0.50 -294.24  287043.35 3085784.59 2.59 1 1
0.50 -294.61  287043.35 3085784.59 2.61 1 1
0.50 -294.98  287043.35 3085784.59 2.63 1 1
0.50 -295.29  287043.35 3085784.59 2.64 1 1
0.50 -295.61  287043.35 3085784.59 2.62 1 1
0.50 -295.92  287043.35 3085784.59 2.56 1 1
0.50 -296.24  287043.35 3085784.59 2.47 1 1
0.50 -296.61  287043.35 3085784.59 2.36 1 1
0.50 -296.98  287043.35 3085784.59 2.24 1 1
0.50 -297.29  287043.35 3085784.59 2.12 1 1
0.50 -297.61  287043.35 3085784.59 1.99 1 1
0.50 -297.92  287043.35 3085784.59 1.89 1 1
0.50 -298.24  287043.35 3085784.59 1.83 1 1
0.50 -298.61  287043.35 3085784.59 1.79 1 1
0.50 -298.98  287043.35 3085784.59 1.80 1 1
0.50 -299.29  287043.35 3085784.59 1.85 1 1
0.50 -299.61  287043.35 3085784.59 1.94 1 1
0.50 -299.92  287043.35 3085784.59 2.09 1 1
0.50 -300.24  287043.35 3085784.59 2.30 1 1
0.50 -300.61  287043.35 3085784.59 2.61 1 1
0.50 -300.98  287043.35 3085784.59 3.05 1 1
0.50 -301.29  287043.35 3085784.59 3.64 1 1
0.50 -301.61  287043.35 3085784.59 4.30 1 1
0.50 -301.92  287043.35 3085784.59 4.87 1 1
0.50 -302.23  287043.35 3085784.59 5.28 1 1
0.50 -302.61  287043.35 3085784.59 5.46 1 1
0.50 -302.98  287043.35 3085784.59 5.24 1 1
0.50 -303.29  287043.35 3085784.59 4.57 1 1
0.50 -303.61  287043.35 3085784.59 3.71 1 1
0.50 -303.92  287043.35 3085784.59 2.96 1 1
0.50 -304.23  287043.35 3085784.59 2.43 1 1
0.50 -304.61  287043.35 3085784.59 2.07 1 1
0.50 -304.98  287043.35 3085784.59 1.84 1 1
0.50 -305.29  287043.35 3085784.59 1.70 1 1
0.50 -305.61  287043.35 3085784.59 1.61 1 1
0.50 -305.92  287043.35 3085784.59 1.56 1 1
0.50 -306.23  287043.35 3085784.59 1.53 1 1
0.50 -306.60  287043.35 3085784.59 1.52 1 1
0.50 -306.98  287043.35 3085784.59 1.52 1 1
0.50 -307.29  287043.35 3085784.59 1.53 1 1
0.50 -307.61  287043.35 3085784.59 1.55 1 1
0.50 -307.92  287043.35 3085784.59 1.59 1 1
0.50 -308.23  287043.35 3085784.59 1.64 1 1
0.50 -308.60  287043.35 3085784.59 1.70 1 1
0.50 -308.98  287043.35 3085784.59 1.78 1 1
0.50 -309.29  287043.35 3085784.59 1.90 1 1
0.50 -309.61  287043.35 3085784.59 2.05 1 1
0.50 -309.92  287043.35 3085784.59 2.27 1 1
0.50 -310.23  287043.35 3085784.59 2.55 1 1
0.50 -310.60  287043.35 3085784.59 2.81 1 1
0.50 -310.98  287043.35 3085784.59 2.98 1 1
0.50 -311.29  287043.35 3085784.59 3.07 1 1
0.50 -311.60  287043.35 3085784.59 3.07 1 1
0.50 -311.92  287043.35 3085784.59 3.04 1 1
0.50 -312.23  287043.35 3085784.59 3.05 1 1
0.50 -312.60  287043.35 3085784.59 3.09 1 1
0.50 -312.98  287043.35 3085784.59 3.11 1 1
0.50 -313.29  287043.35 3085784.59 2.97 1 1
0.50 -313.60  287043.35 3085784.59 2.65 1 1
0.50 -313.92  287043.35 3085784.59 2.25 1 1
0.50 -314.23  287043.35 3085784.59 1.91 1 1
0.50 -314.60  287043.35 3085784.59 1.68 1 1
0.50 -314.98  287043.35 3085784.59 1.54 1 1
0.50 -315.29  287043.35 3085784.59 1.47 1 1
0.50 -315.60  287043.35 3085784.59 1.45 1 1
0.50 -315.92  287043.35 3085784.59 1.48 1 1
0.50 -316.23  287043.35 3085784.59 1.54 1 1
0.50 -316.60  287043.35 3085784.59 1.59 1 1
0.50 -316.98  287043.35 3085784.59 1.62 1 1
0.50 -317.29  287043.35 3085784.59 1.60 1 1
0.50 -317.60  287043.35 3085784.59 1.47 1 1
0.50 -317.91  287043.35 3085784.59 1.24 1 1
0.50 -318.23  287043.35 3085784.59 1.00 1 1
0.50 -318.60  287043.35 3085784.59 0.82 1 1
0.50 -318.98  287043.35 3085784.59 0.71 1 1
0.50 -319.27  287043.35 3085784.59 0.68 1 1
0.50 -319.57  287043.35 3085784.59 0.69 1 1
0.50 -319.86  287043.35 3085784.59 0.74 1 1
0.50 -320.15  287043.35 3085784.59 0.81 1 1
0.50 -320.44  287043.35 3085784.59 0.86 1 1
0.50 -320.74  287043.35 3085784.59 0.86 1 1
1 -260.70  287043.78 3085784.34 2.67 1 1
1 -260.95  287043.78 3085784.34 2.67 1 1
1 -261.20  287043.78 3085784.34 2.68 1 1
1 -261.45  287043.78 3085784.34 2.69 1 1
1 -261.71  287043.78 3085784.34 2.70 1 1
1 -261.96  287043.78 3085784.34 2.73 1 1
1 -262.21  287043.78 3085784.34 2.75 1 1
1 -262.46  287043.78 3085784.34 2.78 1 1
1 -262.71  287043.78 3085784.34 2.81 1 1
1 -262.94  287043.78 3085784.34 2.85 1 1
1 -263.16  287043.78 3085784.34 2.89 1 1
1 -263.39  287043.78 3085784.34 2.93 1 1
1 -263.61  287043.78 3085784.34 2.98 1 1
1 -263.86  287043.78 3085784.34 3.02 1 1
1 -264.11  287043.78 3085784.34 3.07 1 1
1 -264.36  287043.78 3085784.34 3.12 1 1
1 -264.61  287043.78 3085784.34 3.18 1 1
1 -264.83  287043.78 3085784.34 3.24 1 1
1 -265.06  287043.78 3085784.34 3.31 1 1
1 -265.28  287043.78 3085784.34 3.40 1 1
1 -265.50  287043.78 3085784.34 3.50 1 1
1 -265.71  287043.78 3085784.34 3.62 1 1
1 -265.92  287043.78 3085784.34 3.75 1 1
1 -266.14  287043.78 3085784.34 3.88 1 1
1 -266.35  287043.78 3085784.34 4.02 1 1
1 -266.67  287043.78 3085784.34 4.12 1 1
1 -266.99  287043.78 3085784.34 4.16 1 1
1 -267.30  287043.78 3085784.34 4.11 1 1
1 -267.61  287043.78 3085784.34 3.96 1 1
1 -267.93  287043.78 3085784.34 3.73 1 1
1 -268.25  287043.78 3085784.34 3.45 1 1
1 -268.62  287043.78 3085784.34 3.16 1 1
1 -268.99  287043.78 3085784.34 2.87 1 1
1 -269.30  287043.78 3085784.34 2.62 1 1
1 -269.61  287043.78 3085784.34 2.42 1 1
1 -269.93  287043.78 3085784.34 2.28 1 1
1 -270.25  287043.78 3085784.34 2.20 1 1
1 -270.62  287043.78 3085784.34 2.20 1 1
1 -270.99  287043.78 3085784.34 2.27 1 1
1 -271.30  287043.78 3085784.34 2.40 1 1
1 -271.61  287043.78 3085784.34 2.59 1 1
1 -271.93  287043.78 3085784.34 2.79 1 1
1 -272.25  287043.78 3085784.34 2.96 1 1
1 -272.62  287043.78 3085784.34 3.03 1 1
1 -272.99  287043.78 3085784.34 2.97 1 1
1 -273.30  287043.78 3085784.34 2.81 1 1
1 -273.61  287043.78 3085784.34 2.61 1 1
1 -273.93  287043.78 3085784.34 2.42 1 1
1 -274.25  287043.78 3085784.34 2.27 1 1
1 -274.62  287043.78 3085784.34 2.15 1 1
1 -274.99  287043.78 3085784.34 2.06 1 1
1 -275.30  287043.78 3085784.34 2.02 1 1
1 -275.61  287043.78 3085784.34 2.01 1 1
1 -275.93  287043.78 3085784.34 2.04 1 1
1 -276.25  287043.78 3085784.34 2.09 1 1
1 -276.61  287043.78 3085784.34 2.16 1 1
1 -276.98  287043.78 3085784.34 2.25 1 1
1 -277.30  287043.78 3085784.34 2.36 1 1
1 -277.61  287043.78 3085784.34 2.47 1 1
1 -277.93  287043.78 3085784.34 2.57 1 1
1 -278.25  287043.78 3085784.34 2.64 1 1
1 -278.61  287043.78 3085784.34 2.69 1 1
1 -278.98  287043.78 3085784.34 2.73 1 1
1 -279.30  287043.78 3085784.34 2.81 1 1
1 -279.61  287043.78 3085784.34 2.92 1 1
1 -279.93  287043.78 3085784.34 3.06 1 1
1 -280.24  287043.78 3085784.34 3.23 1 1
1 -280.61  287043.78 3085784.34 3.43 1 1
1 -280.98  287043.78 3085784.34 3.67 1 1
1 -281.30  287043.78 3085784.34 3.92 1 1
1 -281.61  287043.78 3085784.34 4.15 1 1
1 -281.93  287043.78 3085784.34 4.32 1 1
1 -282.24  287043.78 3085784.34 4.40 1 1
1 -282.61  287043.78 3085784.34 4.42 1 1
1 -282.98  287043.78 3085784.34 4.41 1 1
1 -283.30  287043.78 3085784.34 4.38 1 1
1 -283.61  287043.78 3085784.34 4.33 1 1
1 -283.93  287043.78 3085784.34 4.28 1 1
1 -284.24  287043.78 3085784.34 4.24 1 1
1 -284.61  287043.78 3085784.34 4.20 1 1
1 -284.98  287043.78 3085784.34 4.15 1 1
1 -285.30  287043.78 3085784.34 4.10 1 1
1 -285.61  287043.78 3085784.34 4.01 1 1
1 -285.93  287043.78 3085784.34 3.92 1 1
1 -286.24  287043.78 3085784.34 3.82 1 1
1 -286.61  287043.78 3085784.34 3.71 1 1
1 -286.98  287043.78 3085784.34 3.55 1 1
1 -287.29  287043.78 3085784.34 3.36 1 1
1 -287.61  287043.78 3085784.34 3.15 1 1
1 -287.92  287043.78 3085784.34 2.95 1 1
1 -288.24  287043.78 3085784.34 2.79 1 1
1 -288.61  287043.78 3085784.34 2.66 1 1
1 -288.98  287043.78 3085784.34 2.57 1 1
1 -289.29  287043.78 3085784.34 2.51 1 1
1 -289.61  287043.78 3085784.34 2.49 1 1
1 -289.92  287043.78 3085784.34 2.50 1 1
1 -290.24  287043.78 3085784.34 2.56 1 1
1 -290.61  287043.78 3085784.34 2.62 1 1
1 -290.98  287043.78 3085784.34 2.68 1 1
1 -291.29  287043.78 3085784.34 2.72 1 1
1 -291.61  287043.78 3085784.34 2.72 1 1
1 -291.92  287043.78 3085784.34 2.69 1 1
1 -292.24  287043.78 3085784.34 2.65 1 1
1 -292.61  287043.78 3085784.34 2.62 1 1
1 -292.98  287043.78 3085784.34 2.59 1 1
1 -293.29  287043.78 3085784.34 2.58 1 1
1 -293.61  287043.78 3085784.34 2.57 1 1
1 -293.92  287043.78 3085784.34 2.57 1 1
1 -294.24  287043.78 3085784.34 2.59 1 1
1 -294.61  287043.78 3085784.34 2.61 1 1
1 -294.98  287043.78 3085784.34 2.63 1 1
1 -295.29  287043.78 3085784.34 2.64 1 1
1 -295.61  287043.78 3085784.34 2.62 1 1
1 -295.92  287043.78 3085784.34 2.56 1 1
1 -296.24  287043.78 3085784.34 2.47 1 1
1 -296.61  287043.78 3085784.34 2.37 1 1
1 -296.98  287043.78 3085784.34 2.24 1 1
1 -297.29  287043.78 3085784.34 2.12 1 1
1 -297.61  287043.78 3085784.34 1.99 1 1
1 -297.92  287043.78 3085784.34 1.89 1 1
1 -298.24  287043.78 3085784.34 1.83 1 1
1 -298.61  287043.78 3085784.34 1.79 1 1
1 -298.98  287043.78 3085784.34 1.80 1 1
1 -299.29  287043.78 3085784.34 1.85 1 1
1 -299.61  287043.78 3085784.34 1.94 1 1
1 -299.92  287043.78 3085784.34 2.09 1 1
1 -300.24  287043.78 3085784.34 2.30 1 1
1 -300.61  287043.78 3085784.34 2.61 1 1
1 -300.98  287043.78 3085784.34 3.05 1 1
1 -301.29  287043.78 3085784.34 3.64 1 1
1 -301.61  287043.78 3085784.34 4.30 1 1
1 -301.92  287043.78 3085784.34 4.88 1 1
1 -302.23  287043.78 3085784.34 5.28 1 1
1 -302.61  287043.78 3085784.34 5.46 1 1
1 -302.98  287043.78 3085784.34 5.25 1 1
1 -303.29  287043.78 3085784.34 4.57 1 1
1 -303.61  287043.78 3085784.34 3.71 1 1
1 -303.92  287043.78 3085784.34 2.96 1 1
